,size,storage,entropy,codec,level,compress,decompress,dc_no_cache,ratio
95,mid,sd,medium,npy,0,5.3133509159088135,0.03006593386332194,4.096429983774821,1.000001
96,mid,sd,medium,zfile,1,2.2995100021362305,0.3034839630126953,1.4010610580444336,0.2682277125
97,mid,sd,medium,zfile,3,2.29903507232666,0.3077821731567383,1.381683111190796,0.26361665
98,mid,sd,medium,zfile,7,2.079568862915039,0.2461709976196289,0.8600938320159912,0.1498112
99,mid,sd,high,bloscpack,1,5.365070343017578,0.03760123252868652,4.089878956476848,1.000025375
100,mid,sd,high,bloscpack,3,5.374297062555949,0.03758700688680013,4.086516221364339,1.000025375
101,mid,sd,high,bloscpack,7,5.350685675938924,0.06505632400512695,3.9548309644063315,0.9658190875
102,mid,sd,high,bloscpack,9,5.342808326085408,0.06914464632670085,3.954026381174723,0.9656775
103,mid,sd,high,npz,1,8.623062372207642,0.626136302947998,4.531437635421753,0.9606699375
104,mid,sd,high,npy,0,5.312636613845825,0.02953624725341797,4.093956232070923,1.000001
105,mid,sd,high,zfile,1,8.40761399269104,0.5448250770568848,4.4718711376190186,0.964307675
106,mid,sd,high,zfile,3,8.555628061294556,0.546626091003418,4.469841957092285,0.9642380625
107,mid,sd,high,zfile,7,8.483633041381836,0.5415120124816895,4.4459779262542725,0.960680075
108,large,ssd,low,bloscpack,1,0.7513799667358398,0.4730510711669922,0.6117880344390869,0.060875708125
109,large,ssd,low,bloscpack,3,0.6221628189086914,0.47368717193603516,0.5505740642547607,0.042616500625
110,large,ssd,low,bloscpack,7,0.4275670051574707,0.485260009765625,0.49652981758117676,0.012993349375
111,large,ssd,low,bloscpack,9,0.4248850345611572,0.4795570373535156,0.49523496627807617,0.009234625
112,large,ssd,low,npz,1,134.5271439552307,6.760977029800415,7.312653064727783,0.159559411875
113,large,ssd,low,npy,0,6.984659910202026,0.5289318561553955,4.2562949657440186,1.00000005
114,large,ssd,low,zfile,1,18.315857887268066,5.054553031921387,5.754630088806152,0.159273688125
115,large,ssd,low,zfile,3,31.026174068450928,5.044901132583618,5.648046016693115,0.15926239375
116,large,ssd,low,zfile,7,192.755126953125,5.159847021102905,5.640723943710327,0.15955269
117,large,ssd,medium,bloscpack,1,6.626958131790161,0.7296798229217529,4.336678981781006,0.879622815
118,large,ssd,medium,bloscpack,3,6.758840084075928,0.7202529907226562,4.347944974899292,0.87947149375
119,large,ssd,medium,bloscpack,7,6.266614198684692,2.070441961288452,3.8716540336608887,0.43346172375
120,large,ssd,medium,bloscpack,9,6.374408960342407,2.218806028366089,3.756734848022461,0.388631205
121,large,ssd,medium,npz,1,28.554139137268066,6.709759950637817,7.035380125045776,0.149757005
122,large,ssd,medium,npy,0,6.865161895751953,0.5303959846496582,4.2477641105651855,1.00000005
123,large,ssd,medium,zfile,1,18.683981895446777,6.093662977218628,7.092915058135986,0.2681099975
124,large,ssd,medium,zfile,3,19.35516905784607,6.1608498096466064,7.057505130767822,0.26360076625
125,large,ssd,medium,zfile,7,22.547976970672607,4.7842419147491455,5.346757888793945,0.149748858125
126,large,ssd,high,bloscpack,1,7.709136009216309,0.6915431022644043,4.8863489627838135,1.000015765
127,large,ssd,high,bloscpack,3,7.823999881744385,0.6869058609008789,4.884824991226196,1.000015765
128,large,ssd,high,bloscpack,7,8.415261030197144,1.2731540203094482,5.412242889404297,0.965827068125
129,large,ssd,high,bloscpack,9,9.071985006332397,1.350532054901123,5.489500045776367,0.96564318
130,large,ssd,high,npz,1,78.68359899520874,12.533231973648071,16.15948796272278,0.960668280625
131,large,ssd,high,npy,0,6.930883884429932,0.5295159816741943,4.251369953155518,1.00000005
132,large,ssd,high,zfile,1,68.17620992660522,10.804912090301514,14.484257936477661,0.964320190625
133,large,ssd,high,zfile,3,71.21134901046753,10.803241968154907,14.40011191368103,0.964231186875
134,large,ssd,high,zfile,7,73.21817708015442,10.631112098693848,14.296414136886597,0.960672883125
135,large,sd,low,bloscpack,1,6.777329921722412,0.4688689708709717,5.039083003997803,0.060875708125
136,large,sd,low,bloscpack,3,4.858112096786499,0.4727818965911865,3.5354549884796143,0.042616500625
137,large,sd,low,bloscpack,7,1.7417140007019043,0.4817650318145752,1.1058690547943115,0.012993349375
138,large,sd,low,bloscpack,9,1.3693969249725342,0.4878067970275879,0.8065741062164307,0.009234625
139,large,sd,low,npz,1,139.05161809921265,6.984645843505859,19.746262073516846,0.159559411875
140,large,sd,low,npy,0,105.75801301002502,0.5285241603851318,82.15596890449524,1.00000005
141,large,sd,low,zfile,1,34.62189602851868,5.067890882492065,18.020787000656128,0.159273688125
142,large,sd,low,zfile,3,47.125362157821655,5.151463031768799,18.023499965667725,0.15926239375
143,large,sd,low,zfile,7,208.94955682754517,5.053909063339233,18.108017921447754,0.15955269
144,large,sd,medium,bloscpack,1,94.22283983230591,0.752331018447876,72.29819798469543,0.879623450625
145,large,sd,medium,bloscpack,3,94.23929405212402,0.7542469501495361,72.28592801094055,0.87947297625
146,large,sd,medium,bloscpack,7,49.12318396568298,2.1366488933563232,35.59715986251831,0.433478196875
147,large,sd,medium,bloscpack,9,45.42582893371582,2.2598328590393066,31.899375915527344,0.38858789625
148,large,sd,medium,npz,1,31.008547067642212,6.476639986038208,18.656532049179077,0.14974181125
149,large,sd,medium,npy,0,105.67930102348328,0.5267291069030762,82.19969201087952,1.00000005
150,large,sd,medium,zfile,1,45.62417483329773,6.188598871231079,28.03976583480835,0.26811048625
151,large,sd,medium,zfile,3,45.44447708129883,6.163316011428833,27.539845943450928,0.263590201875
152,large,sd,medium,zfile,7,37.516950845718384,4.890506982803345,17.071644067764282,0.14975657125
153,large,sd,high,bloscpack,1,106.20931696891785,0.6845419406890869,82.18986511230469,1.000015765
154,large,sd,high,bloscpack,3,106.43772912025452,0.6942858695983887,82.23379611968994,1.000015765
155,large,sd,high,bloscpack,7,104.33545398712158,1.298421859741211,79.3426501750946,0.965830153125
156,large,sd,high,bloscpack,9,104.04686689376831,1.3512320518493652,79.41970586776733,0.965643984375
157,large,sd,high,npz,1,121.44303297996521,12.801379919052124,91.05836200714111,0.960669428125
158,large,sd,high,npy,0,106.06237506866455,0.5269989967346191,82.3298888206482,1.00000005
159,large,sd,high,zfile,1,163.6872489452362,10.870524883270264,89.64087700843811,0.964317540625
160,large,sd,high,zfile,3,167.15079379081726,10.91984510421753,89.6988627910614,0.96422882375
161,large,sd,high,zfile,7,168.56611013412476,10.734652996063232,89.14715003967285,0.96067135375
