,size,storage,entropy,codec,level,compress,decompress,dc_no_cache,ratio
59,mid,ssd,low,npy,0,0.3296379566192627,0.031337547302246097,0.21170282363891602,1.000001
60,mid,ssd,low,zfile,1,0.8958744049072266,0.26306858062744143,0.2924660205841064,0.1490548
61,mid,ssd,low,zfile,3,1.3692425727844237,0.2634160041809082,0.2925936222076416,0.1490792
62,mid,ssd,low,zfile,7,8.886012411117553,0.2631693840026855,0.29339046478271485,0.1494205
63,mid,ssd,medium,bloscpack,1,0.3275144100189209,0.040287113189697264,0.20780043601989745,0.8796565625
64,mid,ssd,medium,bloscpack,3,0.33968496322631836,0.03998260498046875,0.20834698677062988,0.8795013375
65,mid,ssd,medium,bloscpack,7,0.2997570514678955,0.10544652938842773,0.16613273620605468,0.43353255
66,mid,ssd,medium,bloscpack,9,0.3209702014923096,0.10981192588806152,0.1716280460357666,0.3885834375
67,mid,ssd,medium,npz,1,1.2373226642608643,0.3198573589324951,0.3488627433776855,0.1499072125
68,mid,ssd,medium,npy,0,0.3336857795715332,0.030555248260498047,0.2114612102508545,1.000001
69,mid,ssd,medium,zfile,1,0.9399130344390869,0.30604777336120603,0.35814919471740725,0.2682096
70,mid,ssd,medium,zfile,3,0.9676145553588867,0.30521345138549805,0.35622682571411135,0.2636033375
71,mid,ssd,medium,zfile,7,1.1477009296417235,0.24264926910400392,0.27237977981567385,0.1498925125
72,mid,ssd,high,bloscpack,1,0.3873324394226074,0.037953758239746095,0.23275189399719237,1.000025375
73,mid,ssd,high,bloscpack,3,0.3962972164154053,0.03782815933227539,0.23282036781311036,1.000025375
74,mid,ssd,high,bloscpack,7,0.5151288509368896,0.06731843948364258,0.2613217830657959,0.9658255875
75,mid,ssd,high,bloscpack,9,0.5379290580749512,0.0687570571899414,0.2634685516357422,0.9656323
76,mid,ssd,high,npz,1,3.98982834815979,0.6148849487304687,0.7912726402282715,0.9606642
77,mid,ssd,high,npy,0,0.3340719699859619,0.031127500534057616,0.21134719848632813,1.000001
78,mid,ssd,high,zfile,1,3.4127769947052,0.5482876300811768,0.7215968132019043,0.964327375
79,mid,ssd,high,zfile,3,3.5874608039855955,0.5492785930633545,0.7220037937164306,0.9642377625
80,mid,ssd,high,zfile,7,3.6970635890960692,0.5400370121002197,0.7144534587860107,0.9606801
81,mid,sd,low,bloscpack,1,0.7926003932952881,0.030153894424438478,0.5236986160278321,0.12682075
82,mid,sd,low,bloscpack,3,0.732490348815918,0.029948997497558593,0.47045440673828126,0.1140974125
83,mid,sd,low,bloscpack,7,0.1334986686706543,0.030364274978637695,0.0536923885345459,0.0118825625
84,mid,sd,low,bloscpack,9,0.1118687629699707,0.030347061157226563,0.0410400390625,0.0083735375
85,mid,sd,low,npz,1,6.4771486759185795,0.3376283645629883,0.9496512413024902,0.1495014125
86,mid,sd,low,npy,0,5.282481622695923,0.03098902702331543,4.08111834526062,1.000001
87,mid,sd,low,zfile,1,1.7557432174682617,0.2627571582794189,0.8733943939208985,0.1490548
88,mid,sd,low,zfile,3,2.203369951248169,0.2625309467315674,0.8725900173187255,0.1490792
89,mid,sd,low,zfile,7,9.733684778213501,0.26274399757385253,0.8742639541625976,0.1494205
90,mid,sd,medium,bloscpack,1,4.745972967147827,0.03881673812866211,3.59932017326355,0.8796483375
91,mid,sd,medium,bloscpack,3,4.753534603118896,0.03867273330688477,3.598406982421875,0.8795012125
92,mid,sd,medium,bloscpack,7,2.5758609771728516,0.10198416709899902,1.7743993759155274,0.433470925
93,mid,sd,medium,bloscpack,9,2.380255937576294,0.11237678527832032,1.5906075477600097,0.3886213875
94,mid,sd,medium,npz,1,2.1007291793823244,0.31630167961120603,0.9294640064239502,0.14991735
95,mid,sd,medium,npy,0,5.281428623199463,0.031175661087036132,4.089996767044068,1.000001
96,mid,sd,medium,zfile,1,2.290988826751709,0.3057124137878418,1.3993348121643066,0.26819125
97,mid,sd,medium,zfile,3,2.2966224193572997,0.30454220771789553,1.379992389678955,0.2636628
98,mid,sd,medium,zfile,7,2.029077577590942,0.24217281341552735,0.8556644439697265,0.1499080875
99,mid,sd,high,bloscpack,1,5.338999319076538,0.037195587158203126,4.089604187011719,1.000025375
100,mid,sd,high,bloscpack,3,5.347717809677124,0.03700437545776367,4.090116262435913,1.000025375
101,mid,sd,high,bloscpack,7,5.3293554306030275,0.06621956825256348,3.947433662414551,0.9658595375
102,mid,sd,high,bloscpack,9,5.354070568084717,0.07072839736938477,3.9465360164642336,0.9656664875
103,mid,sd,high,npz,1,8.688636970520019,0.6183260440826416,4.524049949645996,0.9606891375
104,mid,sd,high,npy,0,5.354126405715943,0.030318069458007812,4.0898387908935545,1.000001
105,mid,sd,high,zfile,1,8.252467346191406,0.5476259708404541,4.461879396438599,0.96431455
106,mid,sd,high,zfile,3,8.426988410949708,0.5489212036132812,4.465197229385376,0.9642324
107,mid,sd,high,zfile,7,8.504476737976074,0.5394383907318115,4.4415992259979244,0.9606673875
108,large,ssd,low,bloscpack,1,0.7118159929911295,0.4764796892801921,0.6238279342651367,0.060875708125
109,large,ssd,low,bloscpack,3,0.6175569693247477,0.4811129570007324,0.5890832742055258,0.042616500625
110,large,ssd,low,bloscpack,7,0.42948031425476074,0.48658935228983563,0.5212170282999674,0.012993349375
111,large,ssd,low,bloscpack,9,0.43193864822387695,0.4905807177225749,0.5216585795084635,0.009234625
112,large,ssd,low,npz,1,135.31288075447083,6.727663358052571,7.321763356526692,0.159559411875
113,large,ssd,low,npy,0,6.813121318817139,0.5420740445454916,4.305151621500651,1.00000005
114,large,ssd,low,zfile,1,18.266485770543415,5.0680350462595625,5.658428986867269,0.159273688125
115,large,ssd,low,zfile,3,31.20858136812846,5.065703948338826,5.671225388844808,0.15926239375
116,large,ssd,low,zfile,7,193.66273999214172,5.071025292078654,5.666769027709961,0.15955269
117,large,ssd,medium,bloscpack,1,6.346672296524048,0.7636050383249918,4.1485066413879395,0.879622341875
118,large,ssd,medium,bloscpack,3,6.2196760177612305,0.761561393737793,4.141286293665568,0.879472909375
119,large,ssd,medium,bloscpack,7,5.2206424077351885,2.0751269658406577,3.4541277090708413,0.433453815625
120,large,ssd,medium,bloscpack,9,5.655173619588216,2.2774856090545654,3.670166571935018,0.3886185825
121,large,ssd,medium,npz,1,27.79300864537557,6.4551613330841064,7.004890362421672,0.1497449025
122,large,ssd,medium,npy,0,6.6022279262542725,0.5441840489705404,4.286964337031047,1.00000005
123,large,ssd,medium,zfile,1,18.520358324050903,6.10270889600118,7.0956307252248125,0.26811114
124,large,ssd,medium,zfile,3,18.990952650705974,6.078899065653483,7.051155726114909,0.263598276875
125,large,ssd,medium,zfile,7,22.50179894765218,4.796676317850749,5.355627059936523,0.14973682875
126,large,ssd,high,bloscpack,1,7.1142886479695635,0.6943767070770264,4.635874350865682,1.000015765
127,large,ssd,high,bloscpack,3,6.974350929260254,0.6967786947886149,4.64094893137614,1.000015765
128,large,ssd,high,bloscpack,7,7.733553409576416,1.3383519649505615,5.282291650772095,0.96582274375
129,large,ssd,high,bloscpack,9,7.567951997121175,1.374238650004069,5.342725992202759,0.965643619375
130,large,ssd,high,npz,1,75.316907564799,12.526504596074423,16.13010772069295,0.9606709225
131,large,ssd,high,npy,0,6.82946761449178,0.5439189275105795,4.294083674748738,1.00000005
132,large,ssd,high,zfile,1,68.01532944043477,10.813452084859213,14.441397905349731,0.96431591
133,large,ssd,high,zfile,3,71.12367033958435,10.827740669250488,14.458364407221476,0.964228795625
134,large,ssd,high,zfile,7,73.26861794789632,10.66673231124878,14.288311322530111,0.9606713225
135,large,sd,low,bloscpack,1,6.837163050969441,0.4798099994659424,5.027705669403076,0.060875708125
136,large,sd,low,bloscpack,3,4.895891348520915,0.48298899332682294,3.533647616704305,0.042616500625
137,large,sd,low,bloscpack,7,1.8130279382069905,0.4913907051086426,1.1110552946726482,0.012993349375
138,large,sd,low,bloscpack,9,1.370651642481486,0.4928583304087321,0.8127133051554362,0.009234625
139,large,sd,low,npz,1,150.32147272427878,6.742769718170166,19.689537684122723,0.159559411875
140,large,sd,low,npy,0,105.1120019753774,0.5434333483378092,82.18928345044453,1.00000005
141,large,sd,low,zfile,1,34.34165112177531,5.0717542966206866,18.015820741653442,0.159273688125
142,large,sd,low,zfile,3,47.15349737803141,5.063961664835612,18.02265230814616,0.15926239375
143,large,sd,low,zfile,7,209.42351945241293,5.078763008117676,18.049939393997192,0.15955269
144,large,sd,medium,bloscpack,1,92.98012638092041,0.7454686959584554,72.16701579093933,0.87962089875
145,large,sd,medium,bloscpack,3,92.9209102789561,0.7119012673695883,72.2352663675944,0.879473025625
146,large,sd,medium,bloscpack,7,47.61958305040995,2.100602388381958,35.61385854085287,0.4334589325
